account_id,balance,credit_card,avg_spend,loan_status,hasInsurance,Dormant
2763,66561.2,-1,10991.51,-1,0,0
2342,28616.1,-1,995.35,-1,0,0
1944,55689.9,classic,5002.76,-1,0,0
1966,62865.4,-1,5511.39,-1,0,0
1801,93628.6,-1,4865.03,A,1,0
2543,84304.0,-1,1555.8,-1,0,0
2293,43745.8,-1,2021.38,-1,0,0
11013,85131.6,junior,6795.61,A,0,0
2423,22641.7,-1,1347.43,-1,0,0
142,22244.3,-1,1431.32,-1,0,0
3424,95296.6,-1,5078.0,-1,1,0
539,7898.0,junior,9942.5,-1,0,0
979,44327.4,-1,5072.95,-1,0,0
3554,31293.9,-1,2563.6,-1,0,0
3545,54599.3,-1,6306.16,-1,0,0
3047,21989.3,-1,1092.19,-1,0,0
3374,72687.9,-1,7021.84,-1,0,0
96,84861.0,classic,5886.45,-1,1,0
461,74262.1,-1,1502.03,-1,0,0
3593,50411.4,-1,3536.79,-1,0,0
3026,68293.6,-1,6346.47,-1,0,0
1054,24418.3,-1,2921.76,-1,0,0
2433,51711.2,-1,1342.39,-1,0,0
3691,26220.0,-1,2076.36,-1,0,0
3787,81792.8,-1,5633.99,-1,0,0
128,74713.1,junior,1937.58,-1,0,0
3168,39226.7,-1,1806.35,-1,0,0
4937,66596.6,-1,6235.43,A,0,0
2124,80990.5,classic,4685.29,-1,0,0
322,35336.1,-1,4888.86,-1,0,0
4355,18167.9,-1,2885.88,-1,0,0
1678,66459.5,junior,5042.9,-1,0,0
2396,23163.5,-1,1533.63,-1,0,0
1005,107122.4,-1,9409.7,-1,0,0
697,99804.2,-1,6250.11,-1,0,0
925,57630.6,-1,5938.34,-1,0,0
2110,19214.8,-1,1107.15,-1,0,0
1366,23589.5,-1,1699.11,-1,1,0
1050,103727.5,-1,5935.89,-1,0,0
3117,19910.3,-1,1842.34,-1,0,0
562,65208.4,-1,3019.54,-1,0,0
5369,-3280.3,-1,2421.92,-1,0,0
2242,100172.7,gold,11062.0,-1,0,0
197,52072.5,-1,7018.49,-1,0,0
496,36817.4,-1,2132.9,-1,0,0
2,42628.1,-1,4383.55,A,0,0
7401,35762.4,-1,4404.86,A,0,0
2486,75669.7,-1,9334.72,A,0,0
428,55801.0,-1,1949.08,-1,0,0
3651,40105.2,-1,1596.54,-1,0,0
1775,22043.6,-1,1968.64,-1,0,0
1688,34186.6,-1,1621.62,-1,0,0
361,34971.3,classic,5453.87,-1,0,0
1829,26452.8,-1,2575.28,-1,0,0
1575,34594.8,-1,1665.98,-1,0,0
9203,90051.9,gold,11812.71,-1,0,0
3008,63369.5,-1,1720.43,-1,0,0
239,34974.3,-1,5834.16,-1,1,0
3302,61500.2,classic,697.67,-1,1,0
415,37876.3,-1,4125.6,-1,0,0
3513,79231.2,-1,4547.68,-1,0,0
4134,29819.6,-1,8757.5,-1,0,0
1077,98011.2,classic,2477.76,-1,0,0
1713,17338.4,-1,2967.99,-1,0,0
1378,99418.5,gold,3882.18,-1,1,0
2503,64147.0,-1,3261.89,-1,0,0
559,26785.5,-1,1703.64,-1,0,0
6555,61619.8,-1,7799.09,A,0,0
744,40280.0,-1,1653.52,-1,0,0
882,84775.6,classic,3415.25,-1,0,0
86,21975.6,-1,786.09,-1,0,0
1126,53701.0,-1,1870.09,-1,0,0
2666,17879.1,-1,730.57,-1,0,0
944,52820.4,-1,4710.88,-1,0,0
1545,61549.2,-1,5377.64,-1,0,0
2453,28992.5,-1,1193.56,-1,0,0
3734,-5446.8,-1,2217.17,-1,0,0
3935,43784.3,-1,3197.02,-1,1,0
396,54056.3,-1,3743.47,-1,1,0
2694,82253.9,-1,4228.23,A,0,0
4596,45779.5,-1,7316.12,-1,0,0
2489,28666.0,-1,1842.5,-1,0,0
2895,53613.3,-1,5084.56,-1,0,0
317,38695.3,-1,1744.86,-1,0,0
2555,83883.9,classic,4290.84,-1,0,0
494,64171.4,classic,6419.77,-1,0,0
2219,44178.1,gold,13831.13,-1,0,0
2581,95404.3,classic,5220.42,-1,0,0
112,51810.0,-1,1936.95,-1,0,0
3674,88581.2,-1,9439.53,A,0,0
2039,32751.2,junior,3601.05,-1,0,0
2712,18431.1,-1,1986.38,-1,0,0
395,23296.1,-1,5388.42,-1,0,0
2974,48784.7,-1,1649.0,-1,0,0
123,23383.0,-1,1585.55,-1,0,0
9640,111742.8,-1,4703.13,A,0,0
3108,15166.8,-1,784.74,-1,0,0
2508,16875.8,-1,1424.62,-1,0,0
2458,33954.3,-1,9694.6,-1,0,0
588,21073.9,-1,1662.8,-1,1,0
7231,89642.8,-1,11497.02,-1,0,0
6701,42266.0,-1,10936.77,A,0,0
3883,46451.1,junior,2471.62,-1,0,0
222,59952.5,classic,11914.24,-1,0,0
2497,38050.7,-1,2232.99,-1,0,0
1372,22945.6,-1,3102.98,-1,0,0
3835,38091.4,-1,3538.03,-1,0,0
7445,16407.8,-1,6950.45,A,0,0
2527,66682.4,-1,9557.0,-1,0,0
425,32019.7,-1,1404.3,-1,1,0
860,29496.1,-1,3880.78,-1,0,0
6034,63892.0,-1,7567.99,B,0,0
11065,37001.8,-1,3302.05,A,0,0
9883,45968.2,-1,6192.86,-1,1,0
115,33604.8,classic,2756.81,-1,0,0
1189,31386.4,-1,789.73,-1,0,0
3675,32682.0,classic,11618.83,-1,0,0
3069,83497.6,-1,6120.49,-1,0,0
2762,49768.9,-1,8401.43,A,0,0
892,53799.5,-1,1358.86,-1,0,0
1535,58026.5,classic,2065.27,-1,0,0
2618,30152.5,-1,1994.49,-1,0,0
2651,24800.5,classic,9323.37,-1,0,0
5442,83369.0,junior,5593.47,B,1,0
1787,5903.1,-1,7923.37,B,0,0
1397,43480.0,junior,5026.86,-1,0,0
3785,64642.1,-1,7142.62,-1,0,0
623,16663.4,-1,755.74,-1,0,0
8260,68311.0,junior,11089.18,A,0,0
3678,-5637.4,-1,3137.65,D,0,0
3001,26618.3,-1,2634.1,-1,0,0
655,59520.2,junior,3705.11,-1,1,0
4093,18853.0,-1,2538.13,-1,0,0
3260,61344.3,gold,8270.31,-1,0,0
2528,25040.7,-1,1447.32,-1,0,0
2011,23230.1,-1,611.43,-1,1,0
1721,38700.0,-1,1525.0,-1,0,0
1332,95531.6,-1,6014.21,-1,0,0
1402,23611.5,-1,1580.54,-1,1,0
3283,20131.2,-1,6137.12,-1,0,0
3781,100773.7,gold,7464.99,-1,0,0
7203,-9719.0,-1,6982.91,-1,0,0
1065,20238.3,-1,2279.08,-1,0,0
3076,28361.2,-1,1455.08,-1,0,0
4347,25636.6,-1,2656.13,-1,0,0
1157,31589.6,-1,2313.45,-1,0,0
9403,26220.2,-1,4374.86,A,0,0
1874,28896.7,-1,930.73,-1,0,0
1115,23802.3,-1,1082.9,-1,0,0
3586,86712.9,junior,4633.51,-1,0,0
62,16686.1,-1,1543.3,-1,0,0
1771,22170.9,-1,1946.82,-1,0,0
5483,46568.9,-1,5229.79,-1,0,0
8330,73823.2,-1,4847.82,A,0,0
187,25228.1,-1,1440.84,-1,0,0
423,21518.0,-1,933.91,-1,0,0
6425,27213.8,-1,3348.54,A,0,0
2493,80559.4,-1,3219.3,-1,0,0
2896,22509.1,-1,781.16,-1,0,0
2245,125279.8,-1,9772.61,C,0,0
3923,114259.8,-1,6479.42,-1,0,0
1898,23388.0,-1,4290.65,-1,0,0
3367,64855.6,-1,5660.91,-1,0,0
3391,72167.4,gold,3824.32,-1,0,0
8519,82570.0,-1,8443.35,A,0,0
1780,96580.0,classic,6781.11,-1,0,0
3915,55907.1,classic,6340.39,-1,0,0
3980,67534.8,-1,2177.29,-1,0,0
4350,108934.2,-1,8023.42,-1,0,0
686,25296.3,-1,2206.0,-1,1,0
362,61573.8,-1,2124.94,-1,1,0
299,84369.7,-1,14190.37,-1,0,0
2488,36275.1,-1,1108.62,-1,0,0
2985,20958.5,-1,1388.82,-1,0,0
385,29217.2,-1,653.1,-1,1,0
2817,76238.1,classic,4614.04,-1,0,0
2056,31904.5,-1,8223.44,-1,0,0
2002,39121.1,-1,1960.06,-1,0,0
748,95782.4,-1,3430.99,-1,0,0
220,28520.4,-1,1668.61,-1,0,0
1422,38150.4,-1,1591.61,-1,0,0
1147,55133.2,classic,8126.43,-1,0,0
3788,88634.3,junior,3051.09,-1,0,0
1891,89510.7,-1,808.73,-1,1,0
1239,17064.6,-1,2248.41,-1,0,0
8321,64777.8,-1,2991.0,C,0,0
3213,17924.9,-1,726.62,-1,0,0
2838,98694.3,-1,10057.92,-1,0,0
3644,21320.5,-1,1213.59,-1,0,0
4318,58043.2,classic,12465.85,-1,0,0
2648,39658.9,-1,3186.44,-1,0,0
2313,36193.6,-1,3075.1,-1,0,0
5428,94419.9,-1,7602.72,B,0,0
7123,75197.4,-1,11124.36,A,0,0
279,30761.4,-1,695.72,-1,0,0
104,25637.8,-1,747.97,-1,0,0
497,46573.9,classic,6060.46,-1,0,0
1152,20725.4,-1,1053.12,-1,0,0
83,33238.6,-1,2437.89,-1,0,0
2008,90720.1,-1,2775.9,-1,0,0
3327,69251.6,-1,2708.07,-1,0,0
5740,14048.3,-1,9435.95,-1,0,0
8132,124602.8,-1,7585.86,-1,0,0
10738,54987.6,classic,6446.55,A,0,0
2216,60017.0,-1,9383.93,-1,0,0
1815,42692.1,-1,4011.62,-1,0,0
2823,17407.2,-1,1077.78,-1,0,0
4321,113400.4,classic,13247.41,-1,0,0
1773,17283.0,-1,1560.17,-1,0,0
7454,17416.2,-1,1155.17,A,0,0
188,100009.6,-1,5146.13,-1,0,0
10973,57638.2,-1,10711.25,A,0,0
2599,124641.3,classic,8801.29,-1,0,0
1166,42642.0,-1,4132.57,A,0,0
504,27321.3,-1,1091.17,-1,0,0
1518,114544.4,-1,5815.29,-1,0,0
2189,61875.0,junior,4231.48,-1,1,0
6040,22611.3,-1,3672.12,A,1,0
2876,42162.1,-1,4916.03,-1,0,0
1505,-8560.6,-1,4503.63,-1,0,0
6897,93830.1,-1,10583.4,-1,0,0
4377,57008.4,classic,12863.13,-1,0,0
717,24374.9,classic,5945.49,-1,0,0
9707,99872.3,-1,10489.82,-1,0,0
2814,29111.7,-1,1506.16,-1,0,0
3068,36920.3,-1,2045.88,-1,0,0
1476,17204.7,-1,1980.83,-1,0,0
897,71682.5,classic,7200.81,-1,0,0
977,99679.7,-1,4174.44,-1,0,0
2639,61947.4,-1,6539.7,-1,0,0
1032,99922.0,junior,14092.4,-1,0,0
928,64176.4,-1,2687.84,-1,0,0
168,15781.7,-1,992.61,-1,0,0
2175,94570.8,-1,9776.1,-1,0,0
10105,72452.6,-1,9205.07,A,0,0
1392,64968.8,-1,5587.81,-1,0,0
3697,67777.2,-1,3127.36,-1,0,0
5313,22567.7,-1,5603.89,C,1,0
2222,100251.4,-1,8998.22,-1,0,0
2641,112332.5,classic,5741.86,-1,0,0
5423,14005.0,-1,5436.2,-1,1,0
2609,55569.6,-1,10843.86,-1,0,0
5472,6228.0,-1,2061.6,-1,0,0
2932,33974.7,-1,5642.88,-1,1,0
4254,22776.7,-1,3243.76,-1,0,0
3965,77281.4,-1,4504.73,-1,0,0
10656,19523.3,-1,7039.01,-1,0,0
887,17146.3,-1,1766.32,-1,0,0
4743,91470.2,-1,11570.3,-1,0,0
1048,16962.8,-1,1917.66,-1,0,0
1671,20726.4,-1,1556.62,-1,0,0
1236,15821.7,-1,2290.18,-1,0,0
1822,41981.1,-1,1527.97,-1,0,0
3316,38973.6,-1,4561.87,-1,0,0
2037,65985.9,-1,4002.67,-1,0,0
10079,22377.2,classic,9823.64,C,0,0
3999,105154.7,classic,3111.67,-1,1,0
551,41511.4,-1,2783.9,-1,0,0
1200,57569.6,-1,4402.38,-1,1,0
1161,41844.4,-1,1987.72,-1,0,0
5372,91160.3,-1,12469.34,-1,0,0
3050,55904.2,classic,6075.82,A,1,0
1784,32036.1,-1,1954.89,-1,0,0
1603,63752.6,-1,2587.46,A,0,0
1887,24790.6,-1,2823.59,-1,0,0
1644,45183.0,-1,2800.68,-1,1,0
1658,24522.1,-1,768.81,-1,0,0
44,23842.6,-1,1420.47,-1,0,0
1039,105476.8,gold,12233.01,-1,0,0
1071,27639.7,-1,7264.32,C,0,0
2410,80485.5,gold,1971.24,-1,0,0
2523,27702.6,-1,563.48,-1,1,0
790,29046.4,classic,7300.26,B,0,0
2583,78055.3,-1,1500.0,-1,0,0
1782,81238.6,-1,1739.19,-1,0,0
751,19306.4,-1,1372.39,-1,0,0
2061,21281.1,-1,1344.95,-1,0,0
8261,63161.2,-1,3213.29,A,1,0
2321,64830.5,classic,11965.57,-1,0,0
1334,19569.2,-1,2328.92,-1,0,0
3649,44693.9,-1,4112.04,-1,0,0
555,23503.5,-1,4460.3,-1,1,0
3173,23060.4,-1,1148.66,-1,0,0
863,55734.3,classic,9373.48,-1,0,0
3181,55167.0,junior,2291.36,-1,0,0
3210,35026.4,classic,7870.9,-1,0,0
489,43313.2,classic,4742.78,-1,0,0
947,51464.2,-1,1474.09,-1,0,0
3284,23719.6,-1,2713.84,-1,0,0
1610,101336.7,-1,7335.56,-1,0,0
4225,78797.0,-1,8301.63,-1,0,0
1412,31866.7,-1,2725.94,-1,1,0
1937,17111.3,-1,1523.96,-1,0,0
991,54662.6,-1,6046.92,-1,0,0
1180,84376.3,-1,5447.53,-1,0,0
2758,67334.5,-1,2782.98,-1,0,0
2711,53892.2,-1,5420.33,-1,0,0
1652,22812.1,-1,1980.99,-1,0,0
3099,19065.1,-1,1786.17,-1,0,0
11111,109173.0,-1,8784.9,A,0,0
9591,5567.8,-1,7024.81,A,0,0
9828,38073.3,-1,8101.25,A,0,0
5385,36204.8,-1,4051.71,C,0,0
23,83101.2,-1,6679.74,-1,0,0
2645,34591.9,-1,2109.95,-1,1,0
2991,60382.8,-1,4056.9,-1,1,0
3469,28216.6,-1,1673.09,-1,0,0
1851,46087.2,-1,2286.77,-1,0,0
3844,20133.7,-1,1078.71,-1,0,0
1442,54623.9,-1,5187.85,-1,0,0
3064,56126.0,-1,2094.75,A,0,0
3558,66657.9,classic,6547.16,-1,1,0
1534,56494.1,-1,3574.54,-1,0,0
334,96801.0,-1,3980.53,-1,0,0
1786,79751.2,classic,5180.74,-1,0,0
1272,93597.9,-1,4819.06,-1,0,0
2436,77506.6,-1,3172.2,-1,0,0
3796,74488.0,-1,4232.17,-1,0,0
119,57394.8,-1,5870.88,-1,0,0
3063,43081.8,-1,1000.53,-1,0,0
18,81557.7,-1,10355.68,-1,0,0
11320,35293.6,-1,7525.15,-1,0,0
3888,10501.3,-1,1741.38,-1,0,1
1584,31270.0,-1,1105.03,-1,0,0
5546,61142.9,-1,7009.05,-1,0,0
2029,8900.0,-1,1433.33,-1,0,1
10911,48019.4,-1,4851.75,A,0,0
2467,88658.1,classic,6085.48,-1,0,0
2962,32824.4,-1,8936.68,A,0,0
165,61584.7,-1,1722.96,-1,0,0
1617,18062.4,-1,1736.56,-1,0,0
327,64597.3,-1,3464.79,-1,0,0
2068,14333.2,-1,862.93,-1,1,0
4448,77160.3,classic,8640.98,A,0,0
640,36166.3,-1,1544.11,-1,0,0
510,68545.0,-1,4811.32,-1,1,0
2534,18648.6,-1,1603.83,-1,0,0
1018,22388.3,-1,1079.1,-1,0,0
1285,43724.7,-1,5259.78,-1,0,0
3670,23405.4,-1,1631.09,-1,0,0
1743,49212.7,-1,1356.7,-1,0,0
3072,17010.4,-1,6768.99,-1,0,0
2146,52922.3,-1,4799.98,-1,0,0
4576,53576.3,-1,4925.65,A,0,0
3258,88803.7,-1,6664.71,-1,0,0
2176,-1579.4,-1,6078.48,B,0,0
8934,43971.9,-1,3781.38,-1,0,0
1999,41082.9,classic,5286.52,-1,0,0
2741,32559.9,classic,8837.33,-1,0,0
4427,14225.5,-1,3891.54,A,0,0
3682,86399.8,-1,2226.38,-1,0,0
2862,16605.7,classic,5438.95,-1,0,0
3032,50394.5,-1,1841.44,-1,0,0
701,44007.7,-1,2707.08,-1,0,0
6281,-1741.7,-1,3237.06,-1,0,0
306,32739.0,-1,2113.84,-1,0,0
1207,30577.5,-1,5311.51,-1,0,0
1247,101402.9,-1,8389.37,D,0,0
5343,9976.8,-1,5104.08,-1,0,0
5129,42840.4,-1,11906.64,-1,0,0
3713,109750.6,-1,13281.0,-1,0,0
2327,25603.9,-1,6091.55,-1,0,0
774,64833.4,-1,2518.02,-1,0,0
1990,33165.6,-1,978.22,-1,0,0
2388,32351.7,-1,1189.46,-1,0,0
3566,31858.4,-1,1542.7,-1,0,0
10266,17123.9,-1,8959.72,B,0,0
3771,94045.6,-1,9832.18,-1,0,0
1978,68036.9,-1,5448.15,A,1,0
2022,46467.6,-1,1373.67,-1,0,0
3542,34147.8,-1,1065.53,-1,0,0
1515,32489.8,classic,4210.28,-1,1,0
4171,32146.3,-1,9522.61,-1,0,0
433,17480.8,-1,3081.67,-1,0,0
1373,15899.3,-1,796.31,-1,0,0
3246,14081.7,-1,2530.19,-1,0,0
1475,36695.9,-1,5139.27,-1,0,0
3133,52506.0,-1,4471.54,-1,0,0
2779,78165.6,classic,2983.99,-1,1,0
135,73702.7,-1,2026.61,-1,0,0
446,49493.9,classic,6479.97,-1,0,0
9093,58902.6,classic,3491.09,C,0,0
432,26161.3,-1,2836.11,-1,0,0
2880,45080.1,-1,4716.79,-1,0,0
5767,12466.1,-1,2393.6,-1,0,0
1998,77676.1,classic,8173.69,-1,0,0
2554,58244.3,classic,6856.91,-1,0,0
2933,31046.4,-1,8034.87,C,0,0
773,65644.4,-1,2922.51,-1,0,0
4894,81623.1,classic,7195.67,A,0,0
3969,22872.4,-1,5714.36,-1,0,0
1277,16132.7,-1,1883.86,-1,0,0
5120,65187.7,classic,7361.95,A,0,0
738,63939.3,gold,4301.37,-1,1,0
1299,25437.9,-1,1066.34,-1,0,0
148,27205.8,-1,654.41,-1,0,0
899,54018.5,-1,6298.07,-1,0,0
3521,44770.8,classic,16019.56,-1,0,0
3786,60662.4,-1,11803.56,-1,0,0
886,93909.8,gold,5124.69,-1,0,0
5228,36308.4,-1,10875.67,A,0,0
702,17120.2,-1,1573.83,-1,0,0
300,73255.3,classic,1637.98,-1,0,0
1451,21821.2,-1,1896.76,-1,0,0
2940,38006.4,-1,7034.12,-1,0,0
1837,78056.8,-1,5909.75,-1,0,0
3954,19808.6,-1,1746.14,-1,0,0
885,88361.2,classic,4631.27,-1,0,0
2697,75160.5,-1,1560.24,-1,1,0
8129,58451.5,classic,5097.32,A,0,0
1930,35222.7,-1,1763.74,-1,0,0
2411,42082.4,-1,7923.91,-1,0,0
3775,19742.0,-1,1698.99,-1,0,0
9034,38668.4,-1,3876.48,A,1,0
902,21117.9,-1,1698.13,-1,1,0
630,32450.3,-1,1177.51,-1,0,0
3096,33720.5,-1,3408.01,-1,1,0
2552,75241.1,junior,4774.85,-1,0,0
3435,27896.3,-1,1551.21,-1,0,0
5215,69283.0,classic,2174.53,A,1,0
36,79146.7,-1,5342.24,-1,0,0
2687,30057.2,-1,1945.91,-1,0,0
1861,89777.2,-1,3601.38,-1,0,0
2464,85720.3,-1,7536.48,-1,0,0
2736,29331.7,-1,3290.44,-1,0,0
1145,27085.6,-1,691.48,-1,0,0
2298,60282.0,classic,6573.65,-1,0,0
929,30023.9,-1,2877.02,-1,0,0
381,49152.8,-1,2982.07,-1,0,0
3778,96578.5,classic,6001.68,-1,0,0
1118,40445.8,-1,2038.92,-1,0,0
4352,64463.2,classic,7707.31,-1,0,0
1322,22658.9,-1,1141.46,-1,0,0
1852,31856.2,-1,1089.07,-1,0,0
8173,70830.1,junior,9351.65,A,0,0
2705,63346.6,-1,4618.82,A,0,0
9472,53902.0,-1,7063.59,A,0,0
368,30878.8,-1,1526.39,-1,1,0
1425,52187.4,-1,2563.49,-1,0,0
8027,47114.1,-1,9752.2,A,0,0
3261,22328.0,-1,2347.4,-1,0,0
35,20742.1,-1,1343.69,-1,0,0
2186,29289.7,-1,1642.98,-1,0,0
1566,46966.0,-1,2505.4,-1,1,0
78,77935.4,-1,4764.02,-1,0,0
3939,27896.3,-1,2458.43,-1,0,0
2584,26197.0,-1,976.88,-1,0,0
2336,38341.2,-1,1935.35,-1,0,0
2078,44613.9,-1,4133.21,-1,0,0
3882,33812.9,-1,629.79,-1,1,0
4159,53234.8,junior,2627.69,-1,0,0
907,16357.5,-1,1254.5,-1,0,0
1411,98187.5,-1,3512.46,-1,0,0
1684,39223.2,-1,8977.07,-1,0,0
3748,16591.8,-1,775.83,-1,0,0
2213,30943.0,-1,3217.3,-1,0,0
1062,30024.8,-1,7064.89,-1,0,0
273,40490.2,-1,2931.27,-1,1,0
10320,41848.9,-1,6028.63,A,0,0
1416,-6746.2,-1,10932.74,-1,0,0
3277,52559.3,-1,5864.62,-1,0,0
1892,23681.6,-1,1502.52,-1,0,0
3413,101641.3,-1,1803.81,-1,1,0
3654,102960.2,gold,5577.04,-1,0,0
3000,66096.7,-1,2846.72,-1,0,0
3955,64729.9,-1,2066.44,-1,0,0
1544,47780.4,-1,4201.38,-1,0,0
9703,74091.1,-1,9712.99,-1,0,0
234,15951.3,-1,1899.77,-1,0,0
3241,72395.2,-1,1737.27,-1,0,0
3465,85559.1,classic,2922.88,-1,0,0
3152,42234.1,-1,4151.3,-1,0,0
1497,33918.1,-1,2440.23,-1,0,0
3078,21118.1,-1,1069.29,-1,0,0
400,51762.6,-1,4233.95,-1,0,0
1902,66516.2,-1,4634.97,-1,0,0
757,78011.2,classic,1857.93,-1,0,0
1116,51511.3,classic,4071.19,-1,0,0
5700,-4887.5,-1,3266.3,D,0,0
